study_id,team_id,study,alpha,tstat,se,precision,sample_size,weight,year_data,year_publication,country,depvar_individual_funds,depvar_equalw_funds,depvar_valuew_funds,depvar_net_returns,depvar_gross_returns,data_cross_section,data_longitudal,data_midyear,database_default,database_cst,database_cisdm,database_handcollect,database_other,number_of_databases,market_developed,market_world,market_bull,market_bear,strategy_all,strategy_equity,strategy_events,strategy_relative_value,strategy_global,strategy_fund_of_funds,strategy_multi,strategy_other,method_iv,model_1factor,model_3factor,model_4factor,model_7factor,model_uncertainty,model_asset_based,model_other,survivorship_treated,backfilling_treated,publication_year,citations,impact_factor,top3,top5,reference,alpha_m,alpha_y,alpha_q,t_stat,t_hetero_std,aux_ts_all,se_monthly,starty,endy,n_obs_tot,n_time_series,n_cross_section,depvar_index,depvar_portfolio,market_development,fund_old,fund_young,fund_small,fund_large,lockup_restriction,country.1,market_recession,market_growth,alpha_monthly,data_monthly,method_ols,method_gmm,method_other
11,46,Patton & Ramadorai (2013),-0.04541666666666667,-0.328,0.13846544715447154,7.222018348623854,1575.0,0.043478260869565216,2006.5,2013,Global funds,0,1,0,1,0,1,0,2.8622008809294686,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,-0.545,,-0.328,,,0.13846544715447154,2003,2009,1575.0,,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,0,0,1,0,0
11,46,Patton & Ramadorai (2013),0.06191666666666667,0.465,0.13315412186379927,7.510094212651414,76.0,0.043478260869565216,2006.5,2013,Global funds,0,1,0,1,0,1,0,2.8622008809294686,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,0.743,,0.465,,,0.13315412186379927,2003,2009,76.0,,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
11,46,Patton & Ramadorai (2013),0.30524999999999997,1.685,0.18115727002967358,5.52006552006552,1575.0,0.043478260869565216,2006.5,2013,Global funds,0,1,0,1,0,1,0,2.8622008809294686,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,3.663,,1.685,,,0.18115727002967358,2003,2009,1575.0,,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,0,0,1,0,0
11,46,Patton & Ramadorai (2013),0.4359166666666667,3.129,0.13931501012037925,7.177977442171668,76.0,0.043478260869565216,2006.5,2013,Global funds,0,1,0,1,0,1,0,2.8622008809294686,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,5.231,,3.129,,,0.13931501012037925,2003,2009,76.0,,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
11,46,Patton & Ramadorai (2013),0.34775,40.683,0.00854779637686503,116.98921639108553,14194.0,0.043478260869565216,2002.0,2013,Global funds,1,0,0,1,0,0,1,2.5649493574615367,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,4.173,,40.683,,,,1994,2009,,,14194.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
11,46,Patton & Ramadorai (2013),0.42216666666666663,46.089,0.009159813983090686,109.17252270035532,14194.0,0.043478260869565216,2002.0,2013,Global funds,1,0,0,1,0,0,1,2.5649493574615367,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,5.066,,46.089,,,,1994,2009,,,14194.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
11,46,Patton & Ramadorai (2013),0.3609166666666667,44.662,0.00808106817130148,123.74601708612329,9239.0,0.043478260869565216,2002.0,2013,Global funds,1,0,0,1,0,0,1,2.5649493574615367,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,4.331,,44.662,,,,1994,2009,,,9239.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
11,46,Patton & Ramadorai (2013),0.41958333333333336,48.644,0.00862559274182496,115.93406156901688,9239.0,0.043478260869565216,2002.0,2013,Global funds,1,0,0,1,0,0,1,2.5649493574615367,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,5.035,,48.644,,,,1994,2009,,,9239.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
11,46,Patton & Ramadorai (2013),0.33175,35.452,0.009357723118582873,106.86360211002261,14194.0,0.043478260869565216,2002.0,2013,Global funds,1,0,0,1,0,0,1,2.5649493574615367,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5649493574615367,2.9618307218783095,18.151,1,1,"Patton, A.J. & T. Ramadorai (2013): On the High-Frequency Dynamics of Hedge Fund Risk Exposures. Journal of Finance 68(2): 597-635.",,3.981,,35.452,,,,1994,2009,,,14194.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
12,36,Kosowski et al. (2007),0.51,1.16,0.43965517241379315,2.2745098039215685,711.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.51,,,1.16,,,,1994,2002,,,711.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.41,1.05,0.3904761904761904,2.560975609756098,539.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.41,,,1.05,,,,1994,2002,,,539.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.37,1.72,0.21511627906976744,4.648648648648649,278.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.37,,,1.72,,,,1994,2002,,,278.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.42,2.06,0.20388349514563106,4.904761904761905,546.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.42,,,2.06,,,,1994,2002,,,546.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.5,1.14,0.4385964912280702,2.28,951.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.5,,,1.14,,,,1994,2002,,,951.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.27,1.54,0.17532467532467533,5.703703703703703,420.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.27,,,1.54,,,,1994,2002,,,420.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.42,1.43,0.2937062937062937,3.4047619047619047,2734.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.42,,,1.43,,,,1994,2002,,,2734.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
12,36,Kosowski et al. (2007),0.43,1.34375,0.32,3.125,150370.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.43,,,,,,0.32,1994,2002,,55.0,2734.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,0,0,1
12,36,Kosowski et al. (2007),0.48,1.2,0.4,2.5,36972.0,0.1111111111111111,1998.5,2007,Global funds,1,0,0,1,0,0,1,2.2512917986064953,1,1,1,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.9459101490553132,3.7439987533350156,11.673,1,1,"Kosowski, R., Naik, N.Y. & M. Teo (2007): Do hedge funds deliver alpha? A Bayesian and bootstrap analysis. Journal of Financial Economics 84(1): 229-264.",0.48,,,,,,0.4,1994,2002,,52.0,711.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,0,0,1
13,14,Chen et al. (2017),0.39,0.9069767441860466,0.43,2.3255813953488373,634735.0,0.25,2003.0,2017,Global funds,1,0,0,1,0,0,1,2.6390573296152584,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.833213344056216,2.2192034840549946,4.657,0,1,"Chen, Y., Cliff, M. & H. Zhao (2017): Hedge Funds: The Good, the Bad, and the Lucky. Journal of Financial and Quantitative Analysis 52(3): 1081-1109.",0.39,,,,,,0.43,1994,2011,,73.0,8695.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
13,14,Chen et al. (2017),0.52,1.3,0.4,2.5,224548.0,0.25,2003.0,2017,Global funds,1,0,0,1,0,0,1,2.6390573296152584,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.833213344056216,2.2192034840549946,4.657,0,1,"Chen, Y., Cliff, M. & H. Zhao (2017): Hedge Funds: The Good, the Bad, and the Lucky. Journal of Financial and Quantitative Analysis 52(3): 1081-1109.",0.52,,,,,,0.4,1994,2011,,73.0,3076.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
13,14,Chen et al. (2017),0.11,0.1864406779661017,0.59,1.6949152542372883,251720.25,0.25,2003.0,2017,Global funds,1,0,0,1,0,0,1,2.6390573296152584,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.833213344056216,2.2192034840549946,4.657,0,1,"Chen, Y., Cliff, M. & H. Zhao (2017): Hedge Funds: The Good, the Bad, and the Lucky. Journal of Financial and Quantitative Analysis 52(3): 1081-1109.",0.11,,,,,,0.59,1994,2011,,28.95,8695.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
13,14,Chen et al. (2017),0.32,0.5818181818181818,0.55,1.8181818181818181,89050.2,0.25,2003.0,2017,Global funds,1,0,0,1,0,0,1,2.6390573296152584,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.833213344056216,2.2192034840549946,4.657,0,1,"Chen, Y., Cliff, M. & H. Zhao (2017): Hedge Funds: The Good, the Bad, and the Lucky. Journal of Financial and Quantitative Analysis 52(3): 1081-1109.",0.32,,,,,,0.55,1994,2011,,28.95,3076.0,0,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
14,43,Vrontos et al. (2008),0.52,3.0588235294117645,0.17,5.88235294117647,144.0,0.2,2000.0,2008,Global funds,0,0,1,1,0,1,0,2.3978952727983707,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0794415416798357,1.6784307839210517,1.58,0,0,"Vrontos, S.D., Vrontos, I.D. & D. Giamouridis (2008): Hedge fund pricing and model uncertainty. Journal of Banking & Finance 32(5): 741-753.",0.52,,,,,,0.17,1994,2005,,144.0,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
14,43,Vrontos et al. (2008),0.48,3.0,0.16,6.25,144.0,0.2,2000.0,2008,Global funds,0,0,1,1,0,1,0,2.3978952727983707,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0794415416798357,1.6784307839210517,1.58,0,0,"Vrontos, S.D., Vrontos, I.D. & D. Giamouridis (2008): Hedge fund pricing and model uncertainty. Journal of Banking & Finance 32(5): 741-753.",0.48,,,,,,0.16,1994,2005,,144.0,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,0,0,1
14,43,Vrontos et al. (2008),0.51,4.25,0.12,8.333333333333334,144.0,0.2,2000.0,2008,Global funds,0,0,1,1,0,1,0,2.3978952727983707,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0794415416798357,1.6784307839210517,1.58,0,0,"Vrontos, S.D., Vrontos, I.D. & D. Giamouridis (2008): Hedge fund pricing and model uncertainty. Journal of Banking & Finance 32(5): 741-753.",0.51,,,,,,0.12,1994,2005,,144.0,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,0,0,1
14,43,Vrontos et al. (2008),0.51,4.25,0.12,8.333333333333334,144.0,0.2,2000.0,2008,Global funds,0,0,1,1,0,1,0,2.3978952727983707,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0794415416798357,1.6784307839210517,1.58,0,0,"Vrontos, S.D., Vrontos, I.D. & D. Giamouridis (2008): Hedge fund pricing and model uncertainty. Journal of Banking & Finance 32(5): 741-753.",0.51,,,,,,0.12,1994,2005,,144.0,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,0,0,1
14,43,Vrontos et al. (2008),0.47000000000000003,3.1333333333333337,0.15,6.666666666666667,144.0,0.2,2000.0,2008,Global funds,0,0,1,1,0,1,0,2.3978952727983707,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0794415416798357,1.6784307839210517,1.58,0,0,"Vrontos, S.D., Vrontos, I.D. & D. Giamouridis (2008): Hedge fund pricing and model uncertainty. Journal of Banking & Finance 32(5): 741-753.",0.47000000000000003,,,,,,0.15,1994,2005,,144.0,1.0,1,0,world market,0,0,0,0,0,i_region_all,0,0,1,1,0,0,1
15,14,Chen & Liang (2007),0.557,5.54,0.10054151624548738,9.946140035906641,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.557,,,5.54,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.616,6.35,0.09700787401574804,10.308441558441558,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.616,,,6.35,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.547,5.74,0.09529616724738676,10.493601462522852,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.547,,,5.74,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.533,5.33,0.1,10.0,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.533,,,5.33,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.207,1.84,0.11249999999999999,8.88888888888889,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.207,,,1.84,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),-0.01,-0.06,0.16666666666666669,5.999999999999999,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",-0.01,,,-0.06,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.41,4.1,0.1,10.0,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.41,,,4.1,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.417,4.26,0.09788732394366197,10.215827338129497,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.417,,,4.26,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.22,1.77,0.12429378531073446,8.045454545454547,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.22,,,1.77,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
15,14,Chen & Liang (2007),0.209,1.88,0.11117021276595745,8.995215311004785,138.0,0.1,2000.0,2007,Global funds,0,1,0,1,0,1,0,2.3978952727983707,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9459101490553132,2.9373966965410276,4.657,0,1,"Chen, Y. & B. Liang (2007): Do Market Timing Hedge Funds Time the Market? Journal of Financial and Quantitative Analysis 42(4): 827-856.",0.209,,,1.88,,,,1994,2005,,138.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
16,36,Teo (2009),0.4908333333333333,2.88,0.17042824074074073,5.867572156196944,78.0,0.2,2003.5,2009,Global funds,0,1,0,1,0,1,0,2.6741486494265287,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,3.0662624243598287,12.8,1,1,"Teo, M. (2009): The Geography of Hedge Funds. The Review of Financial Studies 22(9): 3531-3561.",,5.89,,2.88,,,,2000,2006,,78.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
16,36,Teo (2009),0.4975,4.23,0.11761229314420803,8.50251256281407,78.0,0.2,2003.5,2009,Global funds,0,1,0,1,0,1,0,2.6741486494265287,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,3.0662624243598287,12.8,1,1,"Teo, M. (2009): The Geography of Hedge Funds. The Review of Financial Studies 22(9): 3531-3561.",,5.97,,4.23,,,,2000,2006,,78.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,0,1,1,0,0
16,36,Teo (2009),0.8574999999999999,3.27,0.26223241590214064,3.8134110787172015,78.0,0.2,2003.5,2009,Chinese & Korean funds,0,1,0,1,0,1,0,2.6741486494265287,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,3.0662624243598287,12.8,1,1,"Teo, M. (2009): The Geography of Hedge Funds. The Review of Financial Studies 22(9): 3531-3561.",,10.29,,3.27,,,,2000,2006,,78.0,1.0,0,1,developing market,0,0,0,0,0,i_asia,0,0,0,1,1,0,0
16,36,Teo (2009),0.32666666666666666,2.32,0.14080459770114942,7.1020408163265305,78.0,0.2,2003.5,2009,Japanese funds,0,1,0,1,0,1,0,2.6741486494265287,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,3.0662624243598287,12.8,1,1,"Teo, M. (2009): The Geography of Hedge Funds. The Review of Financial Studies 22(9): 3531-3561.",,3.92,,2.32,,,,2000,2006,,78.0,1.0,0,1,developed market,0,0,0,0,0,i_jp,0,0,0,1,1,0,0
16,36,Teo (2009),0.7933333333333333,4.54,0.17474302496328928,5.722689075630252,78.0,0.2,2003.5,2009,Australian funds,0,1,0,1,0,1,0,2.6741486494265287,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1972245773362196,3.0662624243598287,12.8,1,1,"Teo, M. (2009): The Geography of Hedge Funds. The Review of Financial Studies 22(9): 3531-3561.",,9.52,,4.54,,,,2000,2006,,78.0,1.0,0,1,developed market,0,0,0,0,0,i_au,0,0,0,1,1,0,0
17,29,Ibbotson et al. (2011),0.4116666666666667,4.3,0.09573643410852714,10.445344129554655,180.0,1.0,2002.5,2011,Canadian & US funds,0,1,0,1,0,1,0,2.6026896854443837,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.3978952727983707,2.5649493574615367,1.521,0,0,"Ibbotson, R.G., Chen, P. & K.X. Zhu (2011): The ABCs of Hedge Funds: Alphas, Betas, and Costs. Financial Analysts Journal 67(1): 15-25.",,4.94,,4.3,,,,1995,2009,,180.0,1.0,1,0,developed market,0,0,0,0,0,i_us,0,0,0,1,1,0,0
18,42,Mitchell & Pulvino (2001),0.61,5.545454545454545,0.11,9.090909090909092,108.0,1.0,1994.5,2001,Global funds,0,1,0,1,0,1,0,1.7047480922384253,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.8013574375406267,18.151,1,1,"Mitchell, M. & T. Pulvino (2001): Characteristics of Risk and Return in Risk Arbitrage. Journal of Finance 56(6): 2135-2175.",0.61,,,,,,0.11,1990,1998,,108.0,1.0,0,1,world market,0,0,0,0,0,i_region_all,0,0,1,1,1,0,0
