id,idstudy,e,se,t,nobs,good,r,ser,precr,invperstudy
167,7,-0.2463,0.1076,-2.2890334572490705,506,1,-0.10123713957915827,0.044227024842539306,22.610609769937778,58
168,7,-0.2369,0.0634,-3.736593059936909,789,1,-0.13186461522823034,0.03529006587365894,28.33658638042996,58
169,7,-0.2966,0.0851,-3.4853113983548765,751,1,-0.12616455883105915,0.036198934445458984,27.625122543502,58
170,7,-0.2608,0.0884,-2.950226244343891,789,1,-0.10445626240569231,0.03540618710376994,28.243651231609828,58
171,7,-0.2966,0.0851,-3.4853113983548765,751,1,-0.12616455883105915,0.036198934445458984,27.625122543502,58
172,7,-0.2535,0.0713,-3.555399719495091,789,1,-0.1255736474948535,0.03531913635654065,28.31326309638975,58
173,7,-0.2543,0.0756,-3.363756613756614,751,1,-0.12183087749399105,0.03621869578665247,27.61004995570619,58
174,7,-0.0758,0.0488,-1.5532786885245902,751,1,-0.0565891176783518,0.03643204409899166,27.448363788834932,58
175,8,-4.3,1.5467625899280577,-2.78,340,0,-0.1490818298832677,0.05362655751196681,18.6474770411442,1
176,9,-12.6,5.407725321888412,-2.33,111,0,-0.21593623449422197,0.0926764954910824,10.790222425881684,1
