paper,idstudy,idcoeff,rra,se,tstat,perstudy,pubyear,pyear,exp,ez,panel,csection,start,end,timespan,obs,avyear,midpoint,monthly,quarterly,annual,uk,us,eu,asia,developing,others,country,sepdur,totalc,ndsothers,nd,nds,durable,longrisk,fixed_ies,implied,exact,second,gmm,ml,ols,gls,ols_gls,ogmls,simul,stockhold,nonstockhold,firstlag,seclag,instrument,mreturn,consinclude,incomeincl,hcapital,top,econjournal,finjournal,gcits,yearcits
Stock and Wright (2000),19,4,2.892,0.5012442770633794,,4,2000,11,0,1,0,0,1959,1990,32,384,1974.5,44.0,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,972,44.18181818181818
Weber (2000),20,1,3.4084,5.41,,4,2000,11,0,1,0,0,1959,1991,33,394,1975.0,44.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,41,1.8636363636363635
Weber (2000),20,2,0.0010999999999999899,0.9591,,4,2000,11,0,1,0,0,1959,1991,33,394,1975.0,44.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,41,1.8636363636363635
Weber (2000),20,3,0.9023,0.7894,,4,2000,11,0,1,0,0,1959,1991,33,394,1975.0,44.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,41,1.8636363636363635
Weber (2000),20,4,1.4339,4.3251,,4,2000,11,0,1,0,0,1959,1991,33,394,1975.0,44.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,41,1.8636363636363635
Epaulard and Pommeret (2001),21,1,0.84,0.171,,2,2001,12,0,1,0,0,1963,1992,30,30,1977.5,47.0,0,0,1,0,0,1,0,0,0,France,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,11,0.5238095238095238
Epaulard and Pommeret (2001),21,2,0.83,0.057,,2,2001,12,0,1,0,0,1972,1993,22,88,1982.5,52.0,1,0,0,0,0,1,0,0,0,France,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,11,0.5238095238095238
Epstein and Zin (2001),22,1,0.5883,0.2407,,4,2001,12,0,0,0,0,1959,1986,28,333,1972.5,42.0,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82,3.9047619047619047
Epstein and Zin (2001),22,2,-0.7113,0.6518,,4,2001,12,0,0,0,0,1959,1986,28,333,1972.5,42.0,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82,3.9047619047619047
Epstein and Zin (2001),22,3,-0.1145,9.2563,,4,2001,12,0,0,0,0,1959,1986,28,333,1972.5,42.0,1,0,0,0,1,0,0,0,0,USA,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82,3.9047619047619047
Epstein and Zin (2001),22,4,0.9335,6.3145,,4,2001,12,0,0,0,0,1959,1986,28,333,1972.5,42.0,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82,3.9047619047619047
Garcia et al. (2003),23,1,5.6162,1.8975,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,2,5.677,1.2921,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,3,3.4557,1.6153,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,4,4.5051,2.153,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,5,5.9728,1.3672,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,6,0.6885,0.0987,,17,2003,14,0,1,0,0,1991,1991,1,365,1991.0,60.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,7,0.8201,0.0646,,17,2003,14,0,1,0,0,1992,1992,1,365,1992.0,61.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,8,0.5509,0.1269,,17,2003,14,0,1,0,0,1993,1993,1,365,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,9,0.6706,0.1366,,17,2003,14,0,1,0,0,1994,1994,1,365,1994.0,63.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,10,0.6884,0.1559,,17,2003,14,0,1,0,0,1995,1995,1,365,1995.0,64.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,11,0.6838,0.1478,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,12,0.3864,0.07534,,17,2003,14,0,1,0,0,1991,1991,1,365,1991.0,60.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,13,0.7,0.1617,,17,2003,14,0,1,0,0,1992,1992,1,365,1992.0,61.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,14,0.1849,0.0312,,17,2003,14,0,1,0,0,1993,1993,1,365,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,15,0.2068,0.0088,,17,2003,14,0,1,0,0,1994,1994,1,365,1994.0,63.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,16,0.6396,0.1101,,17,2003,14,0,1,0,0,1995,1995,1,365,1995.0,64.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Garcia et al. (2003),23,17,0.4238,0.234,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993.0,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.7894736842105265
Semenov (2003),24,1,1.0912,0.0201,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,2,1.2337,0.0575,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,3,0.0238,0.0125,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,4,1.1598,0.0504,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,5,1.0887,0.013,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,6,1.0224,0.0239,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,7,0.2528,0.0538,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.0
Semenov (2003),24,8,0.3829,0.0617,,8,2003,14,0,0,0,0,1980,1996,17,187,1988.0,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.0
Vissing-Jørgensen and Attanasio (2003),25,1,27.0,13.08673469387755,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,2,32.2,12.729591836734693,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,3,34.3,13.188775510204081,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,4,50.6,45.025510204081634,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,5,39.7,17.21938775510204,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,6,36.0,14.056122448979593,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,7,10.6,13.137755102040817,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,8,8.3,16.47959183673469,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,9,6.3,8.775510204081632,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,10,47.6,1126.4030612244899,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,11,31.1,264.51530612244903,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,12,25.1,160.81632653061223,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,13,-9.7,75.81632653061224,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,14,10.2,14.081632653061225,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,15,4.9,2.653061224489796,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,16,-21.2,112.70408163265306,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,17,43.6,614.5408163265306,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,18,14.5,11.479591836734695,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,19,8.1,4.872448979591837,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,20,6.3,3.4693877551020407,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,21,5.5,2.831632653061225,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,22,28.4,20.076530612244895,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,23,19.9,12.219387755102042,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,24,16.5,9.974489795918366,,40,2003,14,0,1,0,0,1982,1996,15,30,1989.0,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,25,2.0,0.8163265306122448,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,26,3.0,1.1989795918367347,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,27,5.8,3.469387755102041,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,28,17.5,205.33163265306123,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,29,2.7,1.530612244897959,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,30,3.9,2.5510204081632653,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,31,7.6,13.826530612244898,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,32,21.4,596.1224489795918,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,33,4.1,1.6326530612244898,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,34,6.1,2.5510204081632653,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,35,11.6,17.5,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,36,31.7,1096.5561224489795,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,37,5.8,4.438775510204082,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,38,8.8,6.428571428571429,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,39,17.0,60.025510204081634,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Vissing-Jørgensen and Attanasio (2003),25,40,43.9,1830.6377551020407,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12.0,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105263158
Garcia et al. (2005),27,1,3.5275,2.8954,,3,2005,16,0,1,0,0,1960,1996,37,442,1978.0,47.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,33,1.9411764705882353
Garcia et al. (2005),27,2,0.9847,0.3017,,3,2005,16,0,0,0,0,1960,1996,37,442,1978.0,47.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,33,1.9411764705882353
Garcia et al. (2005),27,3,2.7965,0.183,,3,2005,16,0,0,0,0,1960,1996,37,442,1978.0,47.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,33,1.9411764705882353
Hyde and Sherif (2005a),28,1,-2.8158,4.3981,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,2,-0.1883,0.3595,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,3,0.5397,0.0543,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,4,-2.8285,4.4898,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,5,-0.9193,0.811,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,6,0.7488,0.023,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,7,0.7574,0.0154,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.2941176470588234
Hyde and Sherif (2005a),28,8,0.8006,0.0153,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52.0,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.2941176470588234
