paper,idstudy,idcoeff,rra,se,tstat,perstudy,pubyear,pyear,exp,ez,panel,csection,start,end,timespan,obs,avyear,midpoint,monthly,quarterly,annual,uk,us,eu,asia,developing,others,country,sepdur,totalc,ndsothers,nd,nds,durable,longrisk,fixed_ies,implied,exact,second,gmm,ml,ols,gls,ols_gls,ogmls,simul,stockhold,nonstockhold,firstlag,seclag,instrument,mreturn,consinclude,incomeincl,hcapital,top,econjournal,finjournal,gcits,yearcits
Malloy et al. (2009),38,34,74.39,37.954081632653065,1.96,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,35,24.64,13.842696629213483,1.78,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,36,-21.11,15.297101449275363,-1.38,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,37,-30.92,17.177777777777777,-1.8,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,38,48.0,14.07624633431085,3.41,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,39,28.77,6.785377358490566,4.24,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,40,30.26,5.034941763727122,6.01,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,41,694.0,1875.6756756756756,0.37,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,42,218.1,224.84536082474227,0.97,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,43,304.0,620.4081632653061,0.49,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,44,-382.14,1415.3333333333333,-0.27,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,45,-170.82,299.6842105263158,-0.57,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,46,148.76,136.47706422018348,1.09,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,47,44.04,12.30167597765363,3.58,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,48,43.46,8.184557438794728,5.31,143,2009,20,0,1,0,1,1926,2004,79,75,1965.0,34.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,49,27.05,30.055555555555557,0.9,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,50,-17.18,17.711340206185568,-0.97,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,51,21.66,13.37037037037037,1.62,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,52,74.66,27.14909090909091,2.75,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,53,53.44,12.399071925754061,4.31,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,54,46.15,7.553191489361701,6.11,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,55,17.82,4.545918367346939,3.92,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,56,32.07,7.690647482014389,4.17,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,57,2103.56,17529.666666666668,0.12,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,58,-810.34,4501.88888888889,-0.18,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,59,466.74,1166.85,0.4,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,60,147.83,79.05347593582889,1.87,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,61,78.7,47.40963855421687,1.66,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,62,89.53,27.130303030303033,3.3,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,63,125.51,29.883333333333333,4.2,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,64,75.48,47.471698113207545,1.59,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,65,97.01,39.11693548387097,2.48,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,66,13.06,15.364705882352942,0.85,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,67,18.22,11.754838709677419,1.55,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,68,25.14,10.652542372881356,2.36,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,69,51.85,11.784090909090908,4.4,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,70,53.98,15.120448179271708,3.57,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,71,21.37,11.367021276595747,1.88,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,72,39.79,13.86411149825784,2.87,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,73,540.86,406.6616541353383,1.33,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,74,1036.79,9425.363636363636,0.11,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,75,363.16,885.7560975609757,0.41,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,76,155.18,139.8018018018018,1.11,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,77,79.94,20.87206266318538,3.83,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,78,133.49,61.800925925925924,2.16,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,79,190.97,268.9718309859155,0.71,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,80,147.39,93.28481012658227,1.58,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,81,30.35,10.253378378378379,2.96,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,82,31.89,16.873015873015873,1.89,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,83,16.35,5.240384615384616,3.12,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,84,16.85,4.884057971014493,3.45,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,85,64.61,19.00294117647059,3.4,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,86,67.35,17.677165354330707,3.81,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,87,13.4,3.383838383838384,3.96,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,88,30.57,6.4088050314465415,4.77,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,89,7.54,2.32,3.25,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,90,21.65,14.15032679738562,1.53,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,91,22.59,24.824175824175825,0.91,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,92,289.11,1927.4,0.15,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,93,13.49,5.2084942084942085,2.59,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,94,25.07,16.27922077922078,1.54,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,95,8.38,2.7296416938110752,3.07,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,96,11.8,5.673076923076923,2.08,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,97,29.56,15.081632653061224,1.96,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,98,102.84,108.25263157894737,0.95,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,99,12.11,3.46,3.5,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,100,19.99,8.92410714285714,2.24,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,101,9.48,2.88145896656535,3.29,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,102,14.13,6.665094339622642,2.12,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,103,41.0,10.275689223057643,3.99,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,104,62.46,24.3984375,2.56,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,105,13.41,3.420918367346939,3.92,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,106,9.29,2.806646525679758,3.31,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,107,42.15,14.635416666666666,2.88,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,108,48.45,31.666666666666668,1.53,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,109,12.54,4.339100346020761,2.89,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,110,6.87,3.3349514563106797,2.06,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,111,30.21,11.443181818181818,2.64,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,112,41.01,20.402985074626866,2.01,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,113,10.84,4.029739776951673,2.69,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,114,6.16,2.7873303167420818,2.21,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,115,27.93,11.12749003984064,2.51,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,116,37.35,11.857142857142858,3.15,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,117,14.1,5.899581589958158,2.39,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,118,7.15,3.1497797356828197,2.27,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,119,24.45,8.763440860215054,2.79,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,120,43.47,13.977491961414792,3.11,143,2009,20,0,1,0,1,1959,2004,46,75,1981.5,51.0,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
Malloy et al. (2009),38,121,17.02,5.335423197492163,3.19,143,2009,20,0,1,0,1,1982,2004,23,75,1993.0,62.5,0,1,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,389,29.923076923076923
