ArticleNo,Relevant?,Strong dummy,Unsure_int,Sure,Authors,PubYear,Title,Pblshd?,Publication series name (text),Estimate,SE,t-stats,z-stats,p-value,EstimPage,Estimate.1,SE.1,t-stats.1,z-stats.1,p-value.1,Effect on DV + page (text),Shock/change in IV + page (text),EstimPreference,Multiplicator to obtain estimates in points (number),Unnamed: 25,Unnamed: 26,lagged (t-1),lagged (t-x)?,Event window start,Event window end,Length of the CAR period,day average,months (0/1),Event Start,Event End,Event_symmetry,Event_start_end_adj,Event Length,0_0,-1_0,0_1,-1_1,-3_0,0_3,-3_3,-7_0,0_7,-7_7,-14_0,0_14,-14_14,-30_0,0_30,-30_30,Type of event,Whatever comes first,Initial press annoucement,Proxy mailing date,Shareholder meeting date,13D/13G filing,Decision,Focus List,LetterDay,ThresholdReach,Objective,All,General undervaluation,Performance + governance,Governance - general,Governance - seats,Governance - rescind,Governance - renumeration,Governance - voting,Governance - other,Capital Structure,Business Strategy,Sale,Other,Outcome,Outcome - success,Outcome - unuccessful,Outvome - NA,DV (text),DV page,Market model,market-adjusted returns,FF,BHAR,Rovnice,Equal-weighted,Value-weighted,IV (text),IV page,Type of activist (text),hedge fund activism,Calpers,Other pension funds/institutions,Coalition of institutions,By individuals,Coalition/group of individuals,All.1,Group,Type of activism (text),ActivismAll,Proposals,Negotiation,Proxy,Prop_Neg/Proxy,Prop+Neg+Proxy,Litigation,ActivismOther,IV more vars,datastart_y,dataend_y,datastart_mqh,dataend_mqh,Midyear,Length,TotalObs,Daily,Monthly,Data source,Region (text),Number of countries (text),Number of firms/events,Subsample specification (text),US,Germany,Europe,Asia,Model and page (text),SE clustered/robust,SE adjustment (text),Control variables + page (text),RoA,Size,Dynamic,Estimation methodology (text),OLS,IV,Panel FE,Otherest,Impact,Cit,First year in GS,Region (text).1,Midyear.1,Concatenate,English-origin,French-origin,German-origin,Scandinavian-origin,antidirector rights,Regulatory disclosure threshold,Rule_of_Law,Cap_GDP,HHI,Sarbanes_Oxley
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,2.72,,4.51,,,20.0,2.72,,4.51,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,2.72,0.6031042128603105,0.0,0.0,-5.0,5.0,11.0,,0.0,-5.0,5.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p9: open letter or request for extraordinary meeting (e.g.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,231.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",All,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,1.79,,4.0,,,20.0,1.79,,4.0,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,1.79,0.4475,0.0,0.0,-3.0,3.0,7.0,,0.0,-3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p9: open letter or request for extraordinary meeting (e.g.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,231.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",All,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,1.03,,3.51,,,20.0,1.03,,3.51,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,1.03,0.2934472934472935,0.0,0.0,-1.0,1.0,3.0,,0.0,-1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p9: open letter or request for extraordinary meeting (e.g.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,231.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",All,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,2.97,,3.71,,,20.0,2.97,,3.71,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,2.9700000000000006,0.8005390835579517,0.0,0.0,-15.0,-3.0,13.0,,0.0,-15.0,-3.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p9: open letter or request for extraordinary meeting (e.g.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,231.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",All,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,-0.01,,-0.01,,,20.0,-0.01,,-0.01,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,-0.01,1.0,0.0,0.0,3.0,15.0,13.0,,0.0,3.0,15.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p9: open letter or request for extraordinary meeting (e.g.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,231.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",All,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,8.58,,4.76,,,20.0,8.58,,4.76,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,8.58,1.8025210084033614,0.0,0.0,-15.0,15.0,31.0,,0.0,-15.0,15.0,1.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p10: hostile approach, including media campaigns, threats of lawsuits, and open letters to senior management and board members",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,85.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",Aggresive - hostile ,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,5.37,,4.68,,,20.0,5.37,,4.68,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,5.37,1.1474358974358976,0.0,0.0,-5.0,5.0,11.0,,0.0,-5.0,5.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p10: hostile approach, including media campaigns, threats of lawsuits, and open letters to senior management and board members",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,85.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",Aggresive - hostile ,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,4.23,,4.47,,,20.0,4.23,,4.47,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,4.23,0.946308724832215,0.0,0.0,-3.0,3.0,7.0,,0.0,-3.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p10: hostile approach, including media campaigns, threats of lawsuits, and open letters to senior management and board members",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,85.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",Aggresive - hostile ,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,2.3,,4.01,,,20.0,2.3,,4.01,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,2.3,0.57356608478803,0.0,0.0,-1.0,1.0,3.0,,0.0,-1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p29: public event date,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p10: hostile approach, including media campaigns, threats of lawsuits, and open letters to senior management and board members",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,85.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",Aggresive - hostile ,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,3.83,,2.99,,,20.0,3.83,,2.99,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,3.83,1.2809364548494984,0.0,0.0,-15.0,-3.0,13.0,,0.0,-15.0,-3.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,p29: public event date + p9: e. g. Open letter or request for extraordinary meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p10: hostile approach, including media campaigns, threats of lawsuits, and open letters to senior management and board members",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,85.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",Aggresive - hostile ,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
40.0,Odhad,0.0,0.0,1.0,Bessler et al,2015.0,The Returns to Hedge Fund Activism in Germany,1.0,European Financial Management,1.69,,1.79,,,20.0,1.69,,1.79,,,p19: target firms significantly outperform their benchmark in terms of mean CARs by 11.79% during the (−80; +80) event window and by 9.38% during the (−45; +45) event window,,,0.01,1.69,0.9441340782122905,0.0,0.0,3.0,15.0,13.0,,0.0,3.0,15.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,p29: public event date + p9: e. g. Open letter or request for extraordinary meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1: performance and governance issues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p12: estimated from a market model reg ression. The estimation of the market model parameters is based on the 60 daily return observations between t = −140 and t = −81, ensuring that these parameters are not distorted by the pre-event price run-ups. The broad CDAX index is taken as a proxy for the market return. - equally-weighted",p12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,p1: Hedge Fund Activism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p10: hostile approach, including media campaigns, threats of lawsuits, and open letters to senior management and board members",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,2006.0,1.0,12.0,2003.0,,85.0,1.0,0.0,"p9: the Lexis-Nexis-Database is screened for all firms listed in the CDAX, a comprehensive index that includes all German firms listed in the prime or general standard of the Frankfurt Stock Exchange; by hand; database of filings according to the disclosure rules in §21 WpHG supplied by the AFU (‘Agentur fu¨r Unternehmensdaten’).",Germany,1.0,"231 events, 81 target firms, 111 hedge funds",Aggresive - hostile ,0.0,1.0,0.0,0.0,p20: simple,1.0,"p12+13: All t-statistics for event windows starting in t = −14 are computed by standardizing abnormal returns using the volatility of abnormal returns during the prior interval (−60, −15) in order to control for event-induced variance (Bo¨hmer et al., 1991).",0,0.0,0.0,0.0,p20: OLS (probably),1.0,0.0,0.0,0.0,0.248,79.0,2015.0,Germany,2003.0,Germany2003,0.0,0.0,1.0,0.0,1.0,0.03,1.663715,43.22798955674023,0.04410507938599714,0.0
