ArticleNo,Relevant?,Strong dummy,Unsure_int,Sure,Authors,PubYear,Title,Pblshd?,Publication series name (text),Estimate,SE,t-stats,z-stats,p-value,EstimPage,Estimate.1,SE.1,t-stats.1,z-stats.1,p-value.1,Effect on DV + page (text),Shock/change in IV + page (text),EstimPreference,Multiplicator to obtain estimates in points (number),Unnamed: 25,Unnamed: 26,lagged (t-1),lagged (t-x)?,Event window start,Event window end,Length of the CAR period,day average,months (0/1),Event Start,Event End,Event_symmetry,Event_start_end_adj,Event Length,0_0,-1_0,0_1,-1_1,-3_0,0_3,-3_3,-7_0,0_7,-7_7,-14_0,0_14,-14_14,-30_0,0_30,-30_30,Type of event,Whatever comes first,Initial press annoucement,Proxy mailing date,Shareholder meeting date,13D/13G filing,Decision,Focus List,LetterDay,ThresholdReach,Objective,All,General undervaluation,Performance + governance,Governance - general,Governance - seats,Governance - rescind,Governance - renumeration,Governance - voting,Governance - other,Capital Structure,Business Strategy,Sale,Other,Outcome,Outcome - success,Outcome - unuccessful,Outvome - NA,DV (text),DV page,Market model,market-adjusted returns,FF,BHAR,Rovnice,Equal-weighted,Value-weighted,IV (text),IV page,Type of activist (text),hedge fund activism,Calpers,Other pension funds/institutions,Coalition of institutions,By individuals,Coalition/group of individuals,All.1,Group,Type of activism (text),ActivismAll,Proposals,Negotiation,Proxy,Prop_Neg/Proxy,Prop+Neg+Proxy,Litigation,ActivismOther,IV more vars,datastart_y,dataend_y,datastart_mqh,dataend_mqh,Midyear,Length,TotalObs,Daily,Monthly,Data source,Region (text),Number of countries (text),Number of firms/events,Subsample specification (text),US,Germany,Europe,Asia,Model and page (text),SE clustered/robust,SE adjustment (text),Control variables + page (text),RoA,Size,Dynamic,Estimation methodology (text),OLS,IV,Panel FE,Otherest,Impact,Cit,First year in GS,Region (text).1,Midyear.1,Concatenate,English-origin,French-origin,German-origin,Scandinavian-origin,antidirector rights,Regulatory disclosure threshold,Rule_of_Law,Cap_GDP,HHI,Sarbanes_Oxley
20.0,Odhad,0.0,0.0,1.0,Nelson,2006.0,The CalPERS effect revisited again,1.0,Journal of Corporate Finance,-0.15,,-0.15,,,17.0,-0.15,,-0.15,,,"p7: The results presented in panel A of Table 3 are consistent with those of Wahal (1996), with a significant CAR of 1.72% over the ( 1, +5) window for all CalPERS targetings.",,,0.01,-0.15,1.0,0.0,0.0,-2.0,2.0,5.0,,0.0,-2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p9: announcement of CalPERS targeting a firm - full sample,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p2: performance and overall governance practices,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,p17: Abnormal returns are calculated using a simple market adjustment by subtracting either the CRSP equally weighted return.,p17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,p1: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"p1+2: shareholders proposals, proxy proposals, (corp gov + takeover-related) + direct negotiations",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1990.0,2003.0,,,1996.5,,72.0,1.0,0.0,"p9: Wahal, 1996 + Wall Street Journal using the ProQuest online databases + Calpers Focus list release",US,1.0,72,Full Sample from 1990 to 2003 - clean sample,1.0,0.0,0.0,0.0,p16: simple,0.0,0,0,0.0,0.0,0.0,p16: OLS (probably),1.0,0.0,0.0,0.0,0.357,80.0,2006.0,US,1996.5,"US1996,5",1.0,0.0,0.0,0.0,5.0,0.05,1.581477,115.30399805005257,0.06656741561646293,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,-0.08,,,0.05,,18.0,-0.08,,,0.05,,p18: from the table - in %,,,0.01,-0.08,1.5999999999999999,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1993.0,,,1990.0,,39.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,39,All,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1990.0,US1990,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,51.87613279169512,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,-1.39,,,-1.86,,18.0,-1.39,,,-1.86,,p18: from the table - in %,,,0.01,-1.39,0.7473118279569891,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1988.0,,,1987.5,,10.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,10,1987-1988,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1987.5,"US1987,5",1.0,0.0,0.0,0.0,5.0,0.05,1.592754,52.616858797351576,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,0.37,,,1.15,,18.0,0.37,,,1.15,,p18: from the table - in %,,,0.01,0.37,0.32173913043478264,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,1993.0,,,1991.0,,29.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,29,1989-1993,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1991.0,US1991,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,67.54641223007832,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,1.06,,,2.56,,18.0,1.06,,,2.56,,p18: from the table - in %,,,0.01,1.06,0.4140625,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Successful,1.0,0.0,0.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1993.0,,,1990.0,,19.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,19,Successful,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1990.0,US1990,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,51.87613279169512,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,-1.16,,,-2.43,,18.0,-1.16,,,-2.43,,p18: from the table - in %,,,0.01,-1.16,0.47736625514403286,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unsuccesfull,0.0,1.0,0.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1993.0,,,1990.0,,20.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,20,Unsuccesfull,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1990.0,US1990,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,51.87613279169512,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,-1.44,,,-2.61,,18.0,-1.44,,,-2.61,,p18: from the table - in %,,,0.01,-1.44,0.5517241379310345,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Takeover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1993.0,,,1990.0,,14.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,14,Takeover,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1990.0,US1990,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,51.87613279169512,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,0.68,,,2.01,,18.0,0.68,,,2.01,,p18: from the table - in %,,,0.01,0.68,0.33830845771144286,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Performance,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1993.0,,,1990.0,,25.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,25,Performance,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1990.0,US1990,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,51.87613279169512,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,1.06,,,2.56,,18.0,1.06,,,2.56,,p18: from the table - in %,,,0.01,1.06,0.4140625,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Successful,1.0,0.0,0.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,1993.0,,,1991.0,,19.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,19,1989-1993: Successful,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1991.0,US1991,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,67.54641223007832,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,-0.93,,,-1.58,,18.0,-0.93,,,-1.58,,p18: from the table - in %,,,0.01,-0.93,0.5886075949367089,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unsuccesfull,0.0,1.0,0.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,1993.0,,,1991.0,,10.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,10,1989-1993: Unsuccessful,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1991.0,US1991,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,67.54641223007832,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,-1.65,,,-2.09,,18.0,-1.65,,,-2.09,,p18: from the table - in %,,,0.01,-1.6500000000000001,0.7894736842105264,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Takeover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,1993.0,,,1991.0,,5.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,5,1989-1993: Takeover,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1991.0,US1991,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,67.54641223007832,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,0.79,,,2.22,,18.0,0.79,,,2.22,,p18: from the table - in %,,,0.01,0.79,0.35585585585585583,0.0,0.0,-1.0,0.0,2.0,,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p18: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Performance,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p18: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,1993.0,,,1991.0,,24.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,24,1989-1993: Performance,1.0,0.0,0.0,0.0,p18: simple,0.0,0,0,0.0,0.0,0.0,p18: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1991.0,US1991,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,67.54641223007832,0.12066567931570339,0.0
21.0,Odhad,0.0,0.0,1.0,Smith,1996.0,Shareholder Activism by Institutional Investors: Evidence from CalPERS,1.0,The Journal of Finance,2.84,,,2.19,,19.0,2.84,,,2.19,,p19: from the table - in %,,,0.01,2.84,1.2968036529680365,0.0,0.0,-1.0,20.0,22.0,22,0.0,-1.0,20.0,0.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,p19: an announcement in the Wall Street Journal or the day of a proxy mailing or annual meeting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"p2: governance structure, shareholder wealth, and operating performance",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,"p19: Abnormal returns are estimated using the market model, the Center for Research in Security Prices (CRSP) value-weighted index, and a 200-day estimation period beginning 260 days prior to initial announcement.",p19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,p2: Calpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"negotiations - from Denes, 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,1993.0,,,1990.0,,39.0,1.0,0.0,"p10: CalPERS documents (targeting information and CalPERS holdings data), COMPUSTAT (company financial data), Center for Research in Security Prices (CRSP) (stock returns), Standard & Poor's Stock Reports (institutional ownership figures), company proxy statements (inside wnership figures, and proxy mailing and annual meeting dates), the Dow Jones News Retrieval System (public announcements of targeting and outcomes) and Standard & Poor's Register of Corporations, Directors, and Executives (management turnover, board of directors composi- tion, and number of SIC codes)",US,1.0,39,All,1.0,0.0,0.0,0.0,p19: simple,0.0,0,0,0.0,0.0,0.0,p19: OLS (probably),1.0,0.0,0.0,0.0,2.279,1665.0,1994.0,US,1990.0,US1990,1.0,0.0,0.0,0.0,5.0,0.05,1.592754,51.87613279169512,0.12066567931570339,0.0
