obs,study,rg,lib,lib_cum,n,k,df,authaff,panel,endo,fixed,start,end,lagdep,speed,lags,time,wb,ebrd,comb,other,lii,lie,lip,av,cli,margeff,ic,ic12,nic,stabil,nstab,infl,inst,ninst,fact,nfact,pubpr,journal,lgoog_pa,lgoog_tot
128,44,,,10.63265323638916,428,6,422,1,1,0,0,1989,2007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
129,44,,,3.9535210132598877,65,6,59,1,1,0,0,1989,1993,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
130,44,,,2.524590253829956,114,6,108,1,1,0,0,1993,1999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
131,44,,,1.8211581707000732,55,6,49,1,1,0,0,2000,2003,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
132,44,,,3.4042553901672363,94,6,88,1,1,0,0,2004,2007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
133,44,,,1.3118361234664917,21,6,15,1,1,0,0,1989,1992,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
134,44,,,1.6944444179534912,93,6,87,1,1,0,0,1993,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,1.3862943649291992,1.3862943649291992
135,44,,,0.564565896987915,39,7,32,1,1,0,0,1989,1993,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,1.3862943649291992,1.3862943649291992
136,44,,,1.7721726894378662,24,7,17,1,1,0,0,1993,1996,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,1.3862943649291992,1.3862943649291992
137,44,,,1.9304813146591187,119,7,112,1,1,0,0,1996,2001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,1.3862943649291992,1.3862943649291992
138,44,,,0.3428063988685608,52,7,45,1,1,0,0,2002,2005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,1.3862943649291992,1.3862943649291992
139,24,,,2.388059616088867,100,8,92,0,1,0,0,1991,1994,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,2.294862985610962,4.762174129486084
140,24,,,0.46188339591026306,100,8,92,0,1,0,0,1991,1994,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,2.294862985610962,4.762174129486084
141,25,,,3.1269285678863525,25,8,17,1,0,0,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
142,25,,,2.7142512798309326,25,6,19,1,0,0,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
143,25,,,0.45183423161506653,25,8,17,1,0,0,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
144,25,,,0.09943348169326782,25,6,19,1,0,0,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
145,25,,,4.632341384887695,25,8,17,1,0,1,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
146,25,,,0.9320791363716125,25,8,17,1,0,1,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
147,25,,,3.2068135738372803,25,9,16,1,0,0,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
148,25,,,3.9842112064361572,25,7,18,1,0,0,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
149,25,,,0.40535467863082886,25,9,16,1,0,0,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
150,25,,,0.36112189292907715,25,7,18,1,0,0,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
151,25,,,3.2068135738372803,25,9,16,1,0,0,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
152,25,,,3.9842112064361572,25,7,18,1,0,0,0,1991,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
153,25,,,0.40535467863082886,25,9,16,1,0,0,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
154,25,,,0.36112189292907715,25,7,18,1,0,0,0,1996,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
155,26,0,-1.6200000047683716,,143,34,109,0,1,0,0,1991,1996,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,7,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
156,26,1,2.4700000286102295,0.40912961959838867,143,34,109,0,1,0,0,1991,1996,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,7,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
157,26,0,-1.8300000429153442,-3.8927993774414062,143,27,116,0,1,0,0,1991,1996,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,6,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
158,26,1,2.0999999046325684,-2.0076417922973633,143,27,116,0,1,0,0,1991,1996,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
159,26,1,-5.400000095367432,-0.19837842881679535,143,38,105,0,1,0,0,1991,1996,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,8,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
160,26,0,-1.8799999952316284,,143,38,105,0,1,0,0,1991,1996,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,8,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
161,26,0,-1.2000000476837158,,143,34,109,0,1,1,0,1991,1996,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,7,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
162,26,1,2.190000057220459,0.29196667671203613,143,34,109,0,1,1,0,1991,1996,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,7,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
163,26,0,-1.5299999713897705,-3.699674129486084,143,27,116,0,1,1,0,1991,1996,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,6,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
164,26,1,2.3299999237060547,3.883897304534912,143,27,116,0,1,1,0,1991,1996,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
165,26,,8.260000228881836,,143,6,137,0,1,0,0,1991,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3.222505569458008,5.58349609375
166,26,,6.869999885559082,,143,42,101,0,1,0,0,1991,1996,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,3,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
167,26,,3.430000066757202,,143,27,116,0,1,0,0,1991,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
168,26,,4.53000020980835,,143,24,119,0,1,0,0,1991,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
169,26,,2.450000047683716,,143,22,121,0,1,0,0,1991,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
170,26,,3.890000104904175,,143,6,137,0,1,0,0,1991,1996,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3.222505569458008,5.58349609375
171,26,,4.829999923706055,,143,42,101,0,1,0,0,1991,1996,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
172,26,,0.6200000047683716,,143,27,116,0,1,0,0,1991,1996,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
173,26,,1.100000023841858,,143,24,119,0,1,0,0,1991,1996,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,7,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
174,26,,0.46000000834465027,,143,22,121,0,1,0,0,1991,1996,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,6,1,4,1,0,0,0,0,0,0,3.222505569458008,5.58349609375
175,26,0,-3.4800000190734863,,143,50,93,0,1,0,1,1991,1996,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
176,26,1,3.9800000190734863,0.5314071178436279,143,50,93,0,1,0,1,1991,1996,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
177,26,1,-3.259999990463257,-1.100000023841858,143,50,93,0,1,1,1,1991,1996,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
178,26,0,2.4600000381469727,0.321333110332489,143,50,93,0,1,1,1,1991,1996,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
179,26,1,,-3.200000047683716,143,58,85,0,1,0,1,1991,1996,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
180,26,0,2.259999990463257,-0.6180002093315125,143,58,85,0,1,0,1,1991,1996,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
181,26,1,,-2.359999895095825,143,58,85,0,1,1,1,1991,1996,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
182,26,0,2.0999999046325684,-0.41005444526672363,143,58,85,0,1,1,1,1991,1996,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,4,1,0,0,0,0,1,0,3.222505569458008,5.58349609375
183,26,0,-1.8799999952316284,,143,35,108,0,1,0,0,1991,1996,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,1,0,3.222505569458008,5.58349609375
184,26,1,2.2799999713897705,0.16370747983455658,143,35,108,0,1,0,0,1991,1996,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,7,0,0,0,0,0,0,0,1,0,3.222505569458008,5.58349609375
185,26,0,-1.8200000524520874,-3.56823468208313,143,30,113,0,1,0,0,1991,1996,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,3.222505569458008,5.58349609375
186,26,1,1.940000057220459,-1.0374772548675537,143,30,113,0,1,0,0,1991,1996,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,3.222505569458008,5.58349609375
187,27,,-0.5899999737739563,0.4415450990200043,237,8,229,1,1,1,0,1991,2000,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
188,27,,-0.7699999809265137,0.20578409731388092,237,9,228,1,1,1,0,1991,2000,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
189,27,,-1.1699999570846558,-0.17947395145893097,237,9,228,1,1,1,0,1991,2000,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,1,2.005333423614502,3.828641414642334
190,27,,-1.399999976158142,-0.3795956075191498,236,10,226,1,1,1,0,1991,2000,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,1,2.005333423614502,3.828641414642334
191,27,,-0.7300000190734863,0.27299660444259644,237,9,228,1,1,1,0,1991,2000,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,2.005333423614502,3.828641414642334
192,28,,,-2,25,6,19,1,0,0,0,1990,1994,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,1,0,1,1.2992830276489258,2.8332133293151855
193,28,,,-2.5,25,6,19,1,0,0,0,1990,1994,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,1,1.2992830276489258,2.8332133293151855
194,28,,,1,25,5,20,1,0,0,0,1994,1998,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.2992830276489258,2.8332133293151855
195,28,,,-1.100000023841858,25,7,18,1,0,0,0,1994,1998,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,1.2992830276489258,2.8332133293151855
196,28,,,0.10000000149011612,25,7,18,1,0,0,0,1998,2002,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,1,1.2992830276489258,2.8332133293151855
197,28,,,1.399999976158142,25,8,17,1,0,0,0,1998,2002,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,2,0,1,1.2992830276489258,2.8332133293151855
198,29,,-0.7200000286102295,2.635810375213623,150,9,141,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
199,29,,-1.159999966621399,2.1251094341278076,150,6,144,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
200,29,0,-2.5799999237060547,-1.0384743213653564,150,13,137,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
201,29,1,3.559999942779541,3.4585282802581787,150,13,137,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
202,29,,-2.0999999046325684,-0.9112237095832825,150,10,140,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
203,29,,-0.7400000095367432,0.5307800769805908,150,10,140,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
204,29,,3.5799999237060547,3.760711908340454,150,10,140,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
205,29,,0.3400000035762787,2.5872108936309814,150,10,140,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
206,29,,10.670000076293945,,150,5,145,0,1,0,0,1990,1997,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
207,29,,-2.8499999046325684,1.3852595090866089,150,5,145,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
208,29,,-2.0899999141693115,1.9362415075302124,150,7,143,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
209,29,,-1.6100000143051147,2.217630624771118,150,7,143,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
210,29,,-1.600000023841858,2.4617550373077393,150,8,142,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
211,29,,-1.2599999904632568,2.52140212059021,150,7,143,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
212,29,,-3.819999933242798,1.915134310722351,150,7,143,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,2.995732307434082,5.147494316101074
213,29,,-2.7100000381469727,2.3139305114746094,150,8,142,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,2.995732307434082,5.147494316101074
214,29,,-2.759999990463257,3.0365428924560547,150,7,143,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2.995732307434082,5.147494316101074
215,29,,-2.200000047683716,2.8730552196502686,150,8,142,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
216,29,,-1.559999942779541,3.038482904434204,150,8,142,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
217,29,1,-2.509999990463257,-0.928699791431427,175,9,166,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
218,29,0,-1.840000033378601,2.4988574981689453,175,9,166,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
219,29,,-0.7400000095367432,1.467038631439209,150,6,144,0,1,0,0,1990,1997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
220,29,,1.5299999713897705,,100,3,97,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
221,29,,-2.5799999237060547,,100,4,96,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
222,29,,0.8199999928474426,,100,3,97,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
223,29,,1.149999976158142,,100,4,96,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
224,29,,1.7599999904632568,,100,3,97,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
225,29,,1.090000033378601,,100,4,96,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
226,29,,1.6699999570846558,,100,3,97,0,1,0,0,1990,1993,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
227,29,,21.1200008392334,,100,3,97,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
228,29,,3.450000047683716,,100,4,96,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
229,29,,17.149999618530273,,100,3,97,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
230,29,,-0.11999999731779099,,100,4,96,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
231,29,,20.40999984741211,,100,3,97,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
232,29,,1.9299999475479126,,100,4,96,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
233,29,,16.729999542236328,,100,3,97,0,1,0,0,1994,1997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2.995732307434082,5.147494316101074
234,30,,3.0999999046325684,,113,6,107,0,1,0,0,1994,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,0,0,0,0,0,0,2.5839974880218506,4.595119953155518
235,30,,1.7400000095367432,,80,7,73,0,1,0,0,1994,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,1,1,0,0,0,0,2.5839974880218506,4.595119953155518
236,30,,,4.599999904632568,25,6,19,0,0,0,0,1994,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,0,0,0,0,0,0,2.5839974880218506,4.595119953155518
237,30,,,2.490000009536743,25,7,18,0,0,0,0,1994,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,1,1,0,0,0,0,2.5839974880218506,4.595119953155518
238,31,,-6.961999893188477,-2.950000047683716,192,7,185,1,1,1,0,1993,2000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
239,31,1,-5.614999771118164,-3.4110000133514404,192,8,184,1,1,1,0,1993,2000,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
240,31,0,-3.3980000019073486,,192,8,184,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
241,31,1,-4.195000171661377,-2.369999885559082,192,9,183,1,1,1,0,1993,2000,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
242,31,0,-3.8359999656677246,-2.13100004196167,192,9,183,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
243,31,1,-4.1519999504089355,,192,9,183,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
244,31,0,-3.7880001068115234,-3.9179999828338623,192,9,183,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,0,0.133531391620636,0.6931471824645996
245,31,1,-3.4049999713897705,,192,9,183,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
246,31,0,-3.299999952316284,-4.4070000648498535,192,9,183,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,0,0.133531391620636,0.6931471824645996
247,31,1,-3.9690001010894775,,192,10,182,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1,1,1,0,0.133531391620636,0.6931471824645996
248,31,0,-3.125999927520752,-4.330999851226807,192,10,182,1,1,1,0,1993,2000,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,1,1,1,1,2,1,1,1,0,0.133531391620636,0.6931471824645996
249,32,,,-1.2200000286102295,23,2,21,1,0,0,0,1990,2001,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.788092851638794,4.127134323120117
250,32,,,-1.7300000190734863,23,5,18,1,0,0,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2.788092851638794,4.127134323120117
251,32,,,-2.140000104904175,23,6,17,1,0,0,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,2.788092851638794,4.127134323120117
252,32,,,-3.059999942779541,23,3,20,1,0,0,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.788092851638794,4.127134323120117
253,32,,,-2.0799999237060547,23,4,19,1,0,0,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.788092851638794,4.127134323120117
254,32,,,-2.319999933242798,23,5,18,1,0,0,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2.788092851638794,4.127134323120117
255,32,,,-2.799999952316284,23,5,18,1,0,1,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2.788092851638794,4.127134323120117
256,32,,,-2.049999952316284,23,4,19,1,0,1,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.788092851638794,4.127134323120117
257,32,,,-2.0899999141693115,23,5,18,1,0,1,0,1990,2001,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2.788092851638794,4.127134323120117
