obs,study,rg,lib,lib_cum,n,k,df,authaff,panel,endo,fixed,start,end,lagdep,speed,lags,time,wb,ebrd,comb,other,lii,lie,lip,av,cli,margeff,ic,ic12,nic,stabil,nstab,infl,inst,ninst,fact,nfact,pubpr,journal,lgoog_pa,lgoog_tot
460,66, ,,3.52,440,50,390,1,1,0,1,1989,2008,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,0,1,0.8472978603872034,1.6094379124341003
465,66, ,,3.58,442,49,393,1,1,0,1,1989,2008,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0.8472978603872034,1.6094379124341003
466,66, ,,3.39,440,52,388,1,1,0,1,1989,2008,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,4,1,1,0,1,0.8472978603872034,1.6094379124341003
467,67, ,0.7, ,148,31,117,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
468,67, ,1.9444444444444444, ,144,32,112,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
469,67, ,0.6076923076923076, ,148,31,117,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
470,67, ,2.166666666666667, ,144,32,112,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
471,67, ,1.5058823529411764, ,128,31,97,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
472,67, ,2.6333333333333333, ,126,32,94,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
473,67, ,1.5363636363636364, ,128,31,97,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
474,67, ,2.54, ,126,32,94,1,1,0,1,1991,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,1,0.5596157879354227,1.3862943611198906
475,69, , ,2.38,25,5,20,1,0,0,0,1989,1998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.8754687373538999,2.0794415416798357
476,69, , ,2.94,25,5,20,1,0,0,0,1989,2001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.8754687373538999,2.0794415416798357
477,69, , ,2.02,25,5,20,1,0,0,0,1989,2004,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.8754687373538999,2.0794415416798357
478,69, , ,2.42,25,5,20,1,0,0,0,1989,2007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.8754687373538999,2.0794415416798357
