AUTHOR,ID,OUTPUT,dep_var,GDP_pc,GDP_growth,GDP_nr,EXP_VAR,RES_ABUNDANCE,NATURALR,POINTR,OILR,EFFECT_SIZE,EFFECT_SIZE_SE,BETA_INTERACTION,INTERACTION_SE,INSTITUTION_MEAN,NO_EXP,NO_OBS,NO_COUNTRY,NO_TIME,INST_TYPE,INSTITUTION,INTERACTION,INVESTMENT,SCHOOLING,TOT,OPENNESS,iGDP,OLS,ENDOGENEITY,sxp,DUMMY60,DUMMY70,DUMMY80,DUMMY90,DUMMY00,YEAR,GOOGLE,IDEASREPEC,MODEL,METHOD,REVIEW,REGION,INDEX,LITERATURE,NO_STUDY,DF,SXP,SXP_SE,TSTAT,PCC,PCC_SE,prec,invperst,INVSE,SXPSE,CROSS,PANEL,TIME_SERIES,instrument,NO_OBSSE,NO_EXPSE,DFSE,NO_COUNTRYSE,NO_TIMESE,YEARSE,INDEXSE,GOOGLESE,REVIEWSE,INSTITUTIONSE,INTERACTIONSE,TOTSE,OPENNESSE,iGDPSE,INVESTMENTSE,SCHOOLINGSE,NATURALRSE,POINTRSE,OILRSE,GDPpcSE,GDPgrowthSE,GDPnrSE,CROSSSE,PANELSE,TIME_SERISSE,ENDOGENEITYSE,OLSSE,REGIONSE,DUMMY60SE,DUMMY70SE,DUMMY80SE,DUMMY90SE,DUMMY00SE,IV,IVSE,LN_NO_OBS,LN_NO_EXP,LN_NO_COUNTRY,LN_NO_TIME,LN_YEAR,LN_INDEX,LN_GOOGLE,LN_NO_OBSSE,LN_NO_EXPSE,LN_NO_COUNTRYSE,LN_NO_TIMESE,LN_YEARSE,LN_INDEXSE,LN_GOOGLESE,LN_DF,RES_ABUNDANCESE
Kronenberg,29,11,Average growth of real GDP per capita in the 1990s,1,1,0,the share of primary goods in total exports,0.0,1,0,0,-8.743,4.372,0.0,0.0,0.0,4,20,20,1,,0,0,0,1,0,0,1,1.0,0,-8.743,0,0,0,1,0,2004,129,28,cross-sectional,OLS,1,0,0.0,,11,16.0,-8.743,4.372,-1.9997712,-0.44717267,0.2236119,19.999086,0.09090909,4.472034,-1.9997712,1.0,0.0,0.0,0.25,89.440674,17.888136,71.55254,89.440674,4.472034,8961.956,0.0,576.89233,4.472034,0.0,0.0,0.0,0.0,4.472034,0.0,4.472034,4.472034,0.0,0.0,4.472034,4.472034,0.0,4.472034,0.0,0.0,0.0,4.472034,0.0,0.0,0.0,0.0,4.472034,0.0,,,3.0445225,1.609438,3.0445225,0.6931472,7.6033993,0.0,4.8675346,13.615208,7.1974607,13.615208,3.0997777,34.00266,0.0,21.76778,2.8332133,0.0
Boshcini et.al.,30,1,The average yearly growth rate of GDP per capita between 1975 and 1998,1,1,0,SXP - the share of primary exports to GNP,0.0,1,0,0,-6.392,4.084,2.233,0.984,2.12,8,80,80,1,avearge ,1,1,1,0,0,1,1,0.0,1,-1.6580399999999997,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,"Anne D. Boschini & Jan Pettersson & Jesper Roine, 2007. ""Resource Curse or Not: A Question of Appropriability,"" Scandinavian Journal of Economics, Wiley Blackwell, vol. 109(3), pages 593-617, 09.",15,72.0,-1.6580399,4.5859337,-0.36154905,-0.042570338,0.1177443,72.130714,0.06666667,8.49298,-0.36154905,1.0,0.0,0.0,0.11785113,679.4384,67.94384,611.49457,679.4384,8.49298,17045.412,2.9385712,2165.71,8.49298,8.49298,8.49298,0.0,8.49298,8.49298,8.49298,0.0,8.49298,0.0,0.0,8.49298,8.49298,0.0,8.49298,0.0,0.0,8.49298,0.0,8.49298,0.0,8.49298,0.0,0.0,0.0,1.0,8.49298,4.394449,2.1972246,4.394449,0.6931472,7.6048946,0.29713723,5.5451775,37.32197,18.660986,37.32197,5.8868856,64.58822,2.5235806,47.095085,4.2904596,0.0
Boshcini et.al.,30,2,The average yearly growth rate of GDP per capita between 1975 and 1998,1,1,0,exports of ores and metals as a share of GDP,0.0,0,1,0,-25.424,8.596,2.321,0.9876,2.12,8,80,80,1,avearge ,1,1,1,0,0,1,1,0.0,1,-20.50348,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,72.0,-20.503479,8.847307,-2.3174825,-0.26346815,0.113687225,77.37073,0.06666667,8.796063,-2.3174825,1.0,0.0,0.0,0.11785113,703.68506,70.36851,633.3165,703.68506,8.796063,17653.7,3.0434377,2242.996,8.796063,8.796063,8.796063,0.0,8.796063,8.796063,8.796063,0.0,0.0,8.796063,0.0,8.796063,8.796063,0.0,8.796063,0.0,0.0,8.796063,0.0,8.796063,0.0,8.796063,0.0,0.0,0.0,1.0,8.796063,4.394449,2.1972246,4.394449,0.6931472,7.6048946,0.29713723,5.5451775,38.653854,19.326927,38.653854,6.0969663,66.893135,2.613638,48.77573,4.2904596,0.0
Boshcini et.al.,30,3,The average yearly growth rate of GDP per capita between 1975 and 1999,1,1,0,the share of mineral production in GNP,0.0,0,1,0,-20.106,4.548,4.32,1.232,2.12,8,80,80,1,avearge ,1,1,1,0,0,1,1,0.0,1,-10.947600000000001,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,72.0,-10.947599,5.2446175,-2.087397,-0.23888011,0.11443923,76.35723,0.06666667,8.738262,-2.087397,1.0,0.0,0.0,0.11785113,699.061,69.9061,629.1549,699.061,8.738262,17537.693,3.023439,2228.2568,8.738262,8.738262,8.738262,0.0,8.738262,8.738262,8.738262,0.0,0.0,8.738262,0.0,8.738262,8.738262,0.0,8.738262,0.0,0.0,8.738262,0.0,8.738262,0.0,8.738262,0.0,0.0,0.0,1.0,8.738262,4.394449,2.1972246,4.394449,0.6931472,7.6048946,0.29713723,5.5451775,38.39985,19.199924,38.39985,6.056902,66.45357,2.5964632,48.455215,4.2904596,0.0
Boshcini et.al.,30,5,The average yearly growth rate of GDP per capita between 1975 and 2000,1,1,0,SXP - the share of primary exports to GNP,0.0,1,0,0,-4.443,4.771,1.23,0.345,2.12,8,80,80,1,avearge ,1,1,1,0,0,1,1,0.0,1,-1.8353999999999995,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,72.0,-1.8354,4.8267365,-0.38025692,-0.044768777,0.11773297,72.14459,0.06666667,8.493797,-0.38025692,1.0,0.0,0.0,0.11785113,679.5038,67.95038,611.5534,679.5038,8.493797,17047.05,2.938854,2165.9182,8.493797,8.493797,8.493797,0.0,8.493797,8.493797,8.493797,0.0,8.493797,0.0,0.0,8.493797,8.493797,0.0,8.493797,0.0,0.0,8.493797,0.0,8.493797,0.0,8.493797,0.0,0.0,0.0,1.0,8.493797,4.394449,2.1972246,4.394449,0.6931472,7.6048946,0.29713723,5.5451775,37.32556,18.66278,37.32556,5.8874516,64.59444,2.5238235,47.099613,4.2904596,0.0
Boshcini et.al.,30,6,The average yearly growth rate of GDP per capita between 1975 and 2001,1,1,0,exports of ores and metals as a share of GDP,0.0,0,1,0,-12.461,9.859,3.23,0.897,2.12,8,80,80,1,avearge ,1,1,1,0,0,1,1,0.0,1,-5.6134,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,72.0,-5.6134,10.040723,-0.5590633,-0.0657437,0.117596164,72.31255,0.06666667,8.503678,-0.5590633,1.0,0.0,0.0,0.11785113,680.2943,68.02943,612.2649,680.2943,8.503678,17066.883,2.942273,2168.438,8.503678,8.503678,8.503678,0.0,8.503678,8.503678,8.503678,0.0,0.0,8.503678,0.0,8.503678,8.503678,0.0,8.503678,0.0,0.0,8.503678,0.0,8.503678,0.0,8.503678,0.0,0.0,0.0,1.0,8.503678,4.394449,2.1972246,4.394449,0.6931472,7.6048946,0.29713723,5.5451775,37.368984,18.684492,37.368984,5.894301,64.66958,2.5267596,47.154408,4.2904596,0.0
Boshcini et.al.,30,7,The average yearly growth rate of GDP per capita between 1975 and 2002,1,1,0,the share of mineral production in GNP,0.0,0,1,0,-16.998,6.259,3.234,0.879,2.12,8,80,80,1,avearge ,1,1,1,0,0,1,1,0.0,1,-10.14192,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,72.0,-10.14192,6.530516,-1.5530044,-0.18003283,0.11592551,74.41182,0.06666667,8.626228,-1.5530044,1.0,0.0,0.0,0.11785113,690.0983,69.00983,621.0885,690.0983,8.626228,17312.842,2.9846752,2199.6882,8.626228,8.626228,8.626228,0.0,8.626228,8.626228,8.626228,0.0,0.0,8.626228,0.0,8.626228,8.626228,0.0,8.626228,0.0,0.0,8.626228,0.0,8.626228,0.0,8.626228,0.0,0.0,0.0,1.0,8.626228,4.394449,2.1972246,4.394449,0.6931472,7.6048946,0.29713723,5.5451775,37.907524,18.953762,37.907524,5.979246,65.60156,2.5631738,47.83397,4.2904596,0.0
Boshcini et.al.,30,9,The average yearly growth rate of GDP per capita between 1975 and 2003,1,1,0,SXP - the share of primary exports to GNP,0.0,1,0,0,-3.613,7.049,1.433,2.123,2.12,8,58,58,1,avearge ,1,1,1,0,0,1,1,0.0,1,-0.5750399999999996,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,50.0,-0.57504004,8.363327,-0.06875733,-0.009723295,0.14141467,50.004726,0.06666667,7.071402,-0.06875733,1.0,0.0,0.0,0.14142136,410.14133,56.571217,353.5701,410.14133,7.071402,14192.304,2.446705,1803.2075,7.071402,7.071402,7.071402,0.0,7.071402,7.071402,7.071402,0.0,7.071402,0.0,0.0,7.071402,7.071402,0.0,7.071402,0.0,0.0,7.071402,0.0,7.071402,0.0,7.071402,0.0,0.0,0.0,1.0,7.071402,4.0775375,2.1972246,4.0775375,0.6931472,7.6048946,0.29713723,5.5451775,28.833908,15.537458,28.833908,4.901522,53.777267,2.1011767,39.212177,3.9318256,0.0
Boshcini et.al.,30,10,The average yearly growth rate of GDP per capita between 1975 and 2004,1,1,0,exports of ores and metals as a share of GDP,0.0,0,1,0,-35.257,7.416,5.433,2.234,2.12,8,58,58,1,avearge ,1,1,1,0,0,1,1,0.0,1,-23.739039999999996,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,50.0,-23.73904,8.799291,-2.6978357,-0.35646784,0.13213104,57.278324,0.06666667,7.5682445,-2.6978357,1.0,0.0,0.0,0.14142136,438.95816,60.545956,378.41223,438.95816,7.5682445,15189.467,2.6186125,1929.9023,7.5682445,7.5682445,7.5682445,0.0,7.5682445,7.5682445,7.5682445,0.0,7.5682445,7.5682445,0.0,7.5682445,7.5682445,0.0,7.5682445,0.0,0.0,7.5682445,0.0,7.5682445,0.0,7.5682445,0.0,0.0,0.0,1.0,7.5682445,4.0775375,2.1972246,4.0775375,0.6931472,7.6048946,0.29713723,5.5451775,30.8598,16.629133,30.8598,5.2459073,57.555702,2.2488072,41.96726,3.9318256,0.0
Boshcini et.al.,30,11,The average yearly growth rate of GDP per capita between 1975 and 2005,1,1,0,the share of mineral production in GNP,0.0,0,1,0,-18.034,6.057,3.453,1.12,2.12,8,58,58,1,avearge ,1,1,1,0,0,1,1,0.0,1,-10.713639999999998,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,50.0,-10.71364,6.505769,-1.6467909,-0.22682141,0.13773541,52.711914,0.06666667,7.260297,-1.6467909,1.0,0.0,0.0,0.14142136,421.09723,58.082375,363.01486,421.09723,7.260297,14571.416,2.5120628,1851.3757,7.260297,7.260297,7.260297,0.0,7.260297,7.260297,7.260297,0.0,0.0,7.260297,0.0,7.260297,7.260297,0.0,7.260297,0.0,0.0,7.260297,0.0,7.260297,0.0,7.260297,0.0,0.0,0.0,1.0,7.260297,4.0775375,2.1972246,4.0775375,0.6931472,7.6048946,0.29713723,5.5451775,29.604134,15.952503,29.604134,5.0324545,55.213795,2.1573045,40.259636,3.9318256,0.0
Boshcini et.al.,30,13,The average yearly growth rate of GDP per capita between 1975 and 2006,1,1,0,SXP - the share of primary exports to GNP,0.0,1,0,0,-8.11,3.069,2.344,1.084,2.12,8,73,73,1,avearge ,1,1,1,0,0,1,1,0.0,1,-3.140719999999999,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,65.0,-3.14072,3.8340492,-0.8191652,-0.10108451,0.123399414,65.67103,0.06666667,8.103766,-0.8191652,1.0,0.0,0.0,0.12403473,591.57495,64.83013,526.7448,591.57495,8.103766,16264.259,2.803903,2066.4604,8.103766,8.103766,8.103766,0.0,8.103766,8.103766,8.103766,0.0,8.103766,0.0,0.0,8.103766,8.103766,0.0,8.103766,0.0,0.0,8.103766,0.0,8.103766,0.0,8.103766,0.0,0.0,0.0,1.0,8.103766,4.304065,2.1972246,4.304065,0.6931472,7.6048946,0.29713723,5.5451775,34.87914,17.805794,34.87914,5.6171026,61.62829,2.4079306,44.93682,4.189655,0.0
Boshcini et.al.,30,14,The average yearly growth rate of GDP per capita between 1975 and 2007,1,1,0,exports of ores and metals as a share of GDP,0.0,0,1,0,-20.416,7.859,3.543,1.032,2.12,8,74,74,1,avearge ,1,1,1,0,0,1,1,0.0,1,-12.90484,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,66.0,-12.90484,8.15785,-1.5818923,-0.19112788,0.12082231,68.50239,0.06666667,8.276617,-1.5818923,1.0,0.0,0.0,0.12309149,612.46967,66.21294,546.2567,612.46967,8.276617,16611.17,2.8637094,2110.5374,8.276617,8.276617,8.276617,0.0,8.276617,8.276617,8.276617,0.0,0.0,8.276617,0.0,8.276617,8.276617,0.0,8.276617,0.0,0.0,8.276617,0.0,8.276617,0.0,8.276617,0.0,0.0,0.0,1.0,8.276617,4.317488,2.1972246,4.317488,0.6931472,7.6048946,0.29713723,5.5451775,35.734196,18.185587,35.734196,5.7369137,62.942802,2.459291,45.89531,4.204693,0.0
Boshcini et.al.,30,15,The average yearly growth rate of GDP per capita between 1975 and 2008,1,1,0,the share of mineral production in GNP,0.0,0,1,0,-22.293,3.679,3.332,1.022,2.12,8,74,74,1,avearge ,1,1,1,0,0,1,1,0.0,1,-15.22916,0,1,0,0,0,2007,255,78,cross-sectional,IV,1,1,0.346,,15,66.0,-15.22916,4.2695866,-3.5668933,-0.40201297,0.11270676,78.72272,0.06666667,8.872582,-3.5668933,1.0,0.0,0.0,0.12309149,656.5711,70.98066,585.59045,656.5711,8.872582,17807.273,3.0699136,2262.5085,8.872582,8.872582,8.872582,0.0,8.872582,8.872582,8.872582,0.0,0.0,8.872582,0.0,8.872582,8.872582,0.0,8.872582,0.0,0.0,8.872582,0.0,8.872582,0.0,8.872582,0.0,0.0,0.0,1.0,8.872582,4.317488,2.1972246,4.317488,0.6931472,7.6048946,0.29713723,5.5451775,38.30727,19.495056,38.30727,6.1500053,67.47505,2.6363745,49.200043,4.204693,0.0
Zhang et.al.,31,1,GDP per capita 1985-1995,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.13,0.032663316582914576,0.0,0.0,0.0,2,100,6,10,,0,0,0,1,0,0,1,0.0,0,-0.13,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,"Xiaobo Zhang & Li Xing & Shenggen Fan & Xiaopeng Luo, 2008. ""Resource abundance and regional development in China,"" The Economics of Transition, The European Bank for Reconstruction and Development, vol. 16(1), pages 7-29, 01.",12,98.0,-0.13,0.032663316,-3.98,-0.37302235,0.093724206,113.84041,0.083333336,10.669602,-3.98,0.0,1.0,0.0,0.101015255,1066.9602,21.339205,1045.621,64.01762,106.69602,21424.56,0.0,384.10568,10.669602,0.0,0.0,0.0,0.0,10.669602,0.0,10.669602,10.669602,0.0,0.0,10.669602,0.0,0.0,0.0,10.669602,0.0,0.0,0.0,0.0,0.0,0.0,10.669602,0.0,0.0,,,4.6151204,1.0986123,1.9459101,2.3978953,7.6053925,0.0,3.6109178,49.2415,11.721756,20.762087,25.584589,81.146515,0.0,38.527058,4.59512,0.0
Zhang et.al.,31,2,GDP per capita 1995-2005,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.023,0.023232323232323233,0.0,0.0,0.0,2,50,6,10,,0,0,0,1,0,0,1,0.0,0,-0.023,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,48.0,-0.023,0.023232324,-0.98999995,-0.14145729,0.14288616,48.9801,0.083333336,6.9985785,-0.98999995,0.0,1.0,0.0,0.14433756,349.92892,13.997157,335.93176,41.99147,69.98579,14053.1455,0.0,251.94882,6.9985785,0.0,0.0,0.0,0.0,6.9985785,0.0,6.9985785,6.9985785,0.0,0.0,6.9985785,0.0,0.0,0.0,6.9985785,0.0,0.0,0.0,0.0,0.0,0.0,6.9985785,0.0,0.0,,,3.9318256,1.0986123,1.9459101,2.3978953,7.6053925,0.0,3.6109178,27.517189,7.6887245,13.618605,16.781858,53.226936,0.0,25.271292,3.8918202,0.0
Zhang et.al.,31,3,GDP per capita 1985-1995,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.019,0.010497237569060774,0.0,0.0,0.0,3,100,6,10,,0,0,0,1,1,0,1,0.0,0,-0.019,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,97.0,-0.019,0.010497238,-1.81,-0.18075064,0.09986223,100.27611,0.083333336,10.013796,-1.81,0.0,1.0,0.0,0.10153462,1001.3796,30.041388,971.3382,60.082775,100.137955,20107.701,0.0,360.49664,10.013796,0.0,0.0,10.013796,0.0,10.013796,0.0,10.013796,10.013796,0.0,0.0,10.013796,0.0,0.0,0.0,10.013796,0.0,0.0,0.0,0.0,0.0,0.0,10.013796,0.0,0.0,,,4.6151204,1.3862944,1.9459101,2.3978953,7.6053925,0.0,3.6109178,46.214874,13.882069,19.485947,24.012033,76.158844,0.0,36.158993,4.5849676,0.0
Zhang et.al.,31,4,GDP per capita 1985-1995,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.012,0.009836065573770493,0.0,0.0,0.0,4,100,6,10,,0,0,0,1,1,0,1,0.0,0,-0.012,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,96.0,-0.012,0.009836066,-1.22,-0.12356155,0.10127996,97.4884,0.083333336,9.873622,-1.22,0.0,1.0,0.0,0.10206208,987.3622,39.494488,947.8677,59.24173,98.73621,19826.232,0.0,355.45038,9.873622,0.0,0.0,9.873622,0.0,9.873622,0.0,9.873622,9.873622,0.0,0.0,9.873622,0.0,0.0,0.0,9.873622,0.0,0.0,0.0,0.0,0.0,0.0,9.873622,0.0,0.0,,,4.6151204,1.609438,1.9459101,2.3978953,7.6053925,0.0,3.6109178,45.56795,15.890982,19.21318,23.67591,75.092766,0.0,35.652836,4.574711,0.0
Zhang et.al.,31,5,GDP per capita 1985-1995,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.012,0.0125,0.0,0.0,0.0,6,100,6,10,policy,1,0,0,1,1,0,1,0.0,0,-0.012,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,94.0,-0.012,0.0125,-0.96,-0.098534584,0.1026402,94.9216,0.083333336,9.742772,-0.96,0.0,1.0,0.0,0.10314213,974.27716,58.45663,915.82056,58.45663,97.42772,19563.486,0.0,350.73978,9.742772,9.742772,0.0,9.742772,0.0,9.742772,0.0,9.742772,9.742772,0.0,0.0,9.742772,0.0,0.0,0.0,9.742772,0.0,0.0,0.0,0.0,0.0,0.0,9.742772,0.0,0.0,,,4.6151204,1.9459101,1.9459101,2.3978953,7.6053925,0.0,3.6109178,44.964066,18.958557,18.958557,23.362146,74.0976,0.0,35.180347,4.553877,0.0
Zhang et.al.,31,6,GDP per capita 1985-1995,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,0.003,0.012,0.0,0.0,0.0,3,68,6,10,,0,0,0,1,1,0,1,0.0,0,0.003,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,65.0,0.003,0.012,0.25,0.030993786,0.12397514,65.0625,0.083333336,8.0661335,0.25,0.0,1.0,0.0,0.12403473,548.4971,24.198399,524.29865,48.396797,80.66133,16196.795,0.0,290.3808,8.0661335,0.0,0.0,8.0661335,0.0,8.0661335,0.0,8.0661335,8.0661335,0.0,0.0,8.0661335,0.0,0.0,0.0,8.0661335,0.0,0.0,0.0,0.0,0.0,0.0,8.0661335,0.0,0.0,,,4.2341065,1.3862944,1.9459101,2.3978953,7.6053925,0.0,3.6109178,34.152866,11.1820345,15.69597,19.341743,61.346107,0.0,29.126144,4.189655,0.0
Zhang et.al.,31,7,GDP per capita 1985-1995,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,0.002,0.01,0.0,0.0,0.0,4,68,6,10,,0,0,0,1,1,0,1,0.0,0,0.002,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,64.0,0.002,0.01,0.20000002,0.024992194,0.12496096,64.03999,0.083333336,8.0025,0.20000002,0.0,1.0,0.0,0.125,544.17,32.01,512.16,48.014996,80.024994,16069.019,0.0,288.08997,8.0025,0.0,0.0,8.0025,0.0,8.0025,0.0,8.0025,8.0025,0.0,0.0,8.0025,0.0,0.0,0.0,8.0025,0.0,0.0,0.0,0.0,0.0,0.0,8.0025,0.0,0.0,,,4.2341065,1.609438,1.9459101,2.3978953,7.6053925,0.0,3.6109178,33.883434,12.879526,15.5721445,19.189156,60.86215,0.0,28.896368,4.1743875,0.0
Zhang et.al.,31,8,GDP per capita 1995-2005,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,0.003,0.00967741935483871,0.0,0.0,0.0,3,50,6,10,,0,0,0,1,1,0,1,0.0,0,0.003,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,47.0,0.003,0.009677419,0.31,0.04517199,0.1457161,47.096096,0.083333336,6.8626595,0.31,0.0,1.0,0.0,0.145865,343.133,20.587978,322.545,41.175957,68.626595,13780.221,0.0,247.05574,6.8626595,0.0,0.0,6.8626595,0.0,6.8626595,0.0,6.8626595,6.8626595,0.0,0.0,6.8626595,0.0,0.0,0.0,6.8626595,0.0,0.0,0.0,0.0,0.0,0.0,6.8626595,0.0,0.0,,,3.9318256,1.3862944,1.9459101,2.3978953,7.6053925,0.0,3.6109178,26.98278,9.513666,13.354118,16.45594,52.19322,0.0,24.7805,3.871201,0.0
Zhang et.al.,31,9,GDP per capita 1995-2005,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.001,0.014285714285714285,0.0,0.0,0.0,4,50,6,10,,0,0,0,1,1,0,1,0.0,0,-0.001,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,46.0,-0.001,0.014285714,-0.07,-0.010320388,0.14743412,46.004894,0.083333336,6.7826905,-0.07,0.0,1.0,0.0,0.14744195,339.13452,27.130762,312.00378,40.696144,67.826904,13619.643,0.0,244.17686,6.7826905,0.0,0.0,6.7826905,0.0,6.7826905,0.0,6.7826905,6.7826905,0.0,0.0,6.7826905,0.0,0.0,0.0,6.7826905,0.0,0.0,0.0,0.0,0.0,0.0,6.7826905,0.0,0.0,,,3.9318256,1.609438,1.9459101,2.3978953,7.6053925,0.0,3.6109178,26.668358,10.91632,13.198506,16.264183,51.585026,0.0,24.49174,3.8501475,0.0
Zhang et.al.,31,10,GDP per capita 1995-2005,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,0.001,0.011111111111111112,0.0,0.0,0.0,6,50,6,10,policy,1,0,0,1,1,0,1,0.0,0,0.001,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,44.0,0.001,0.011111111,0.09,0.013566762,0.1507418,44.0081,0.083333336,6.63386,0.09,0.0,1.0,0.0,0.15075567,331.693,39.80316,291.88983,39.80316,66.3386,13320.791,0.0,238.81895,6.63386,6.63386,0.0,6.63386,0.0,6.63386,0.0,6.63386,6.63386,0.0,0.0,6.63386,0.0,0.0,0.0,6.63386,0.0,0.0,0.0,0.0,0.0,0.0,6.63386,0.0,0.0,,,3.9318256,1.9459101,1.9459101,2.3978953,7.6053925,0.0,3.6109178,26.083181,12.9088955,12.9088955,15.907302,50.45311,0.0,23.954323,3.8066626,0.0
Zhang et.al.,31,11,GDP per capita 1995-2005,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.001,0.0125,0.0,0.0,0.0,3,34,6,10,,0,0,0,1,1,0,1,0.0,0,-0.001,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,31.0,-0.001,0.0125,-0.080000006,-0.014366942,0.17958677,31.0064,0.083333336,5.568339,-0.080000006,0.0,1.0,0.0,0.1796053,189.32353,16.705017,172.61852,33.410034,55.68339,11181.225,0.0,200.4602,5.568339,0.0,0.0,5.568339,0.0,5.568339,0.0,5.568339,5.568339,0.0,0.0,5.568339,0.0,0.0,0.0,5.568339,0.0,0.0,0.0,0.0,0.0,0.0,5.568339,0.0,0.0,,,3.5553482,1.3862944,1.9459101,2.3978953,7.6053925,0.0,3.6109178,19.797384,7.719357,10.835487,13.352294,42.349403,0.0,20.106813,3.465736,0.0
Zhang et.al.,31,12,GDP per capita 1995-2005,1,0,0,Resource intensity the ratio of resource production to total GDP in 1985,0.0,1,0,0,-0.002,0.015384615384615384,0.0,0.0,0.0,4,34,6,10,,0,0,0,1,1,0,1,0.0,0,-0.002,0,0,1,0,0,2008,36,11,panel,POLS,1,0,0.0,,12,30.0,-0.002,0.015384615,-0.13000001,-0.023727963,0.18252277,30.016903,0.083333336,5.4787683,-0.13000001,0.0,1.0,0.0,0.18257418,186.27812,21.915073,164.36305,32.872612,54.787685,11001.367,0.0,197.23566,5.4787683,0.0,0.0,5.4787683,0.0,5.4787683,0.0,5.4787683,5.4787683,0.0,0.0,5.4787683,0.0,0.0,0.0,5.4787683,0.0,0.0,0.0,0.0,0.0,0.0,5.4787683,0.0,0.0,,,3.5553482,1.609438,1.9459101,2.3978953,7.6053925,0.0,3.6109178,19.47893,8.817738,10.661191,13.137513,41.668182,0.0,19.783382,3.4339871,0.0
Kropf,32,1,Growth7098,0,1,0,SXP (RESOURCE70) by SW,0.0,1,0,0,-5.576,1.77015873015873,0.0,0.0,0.0,2,86,86,1,,0,0,1,1,0,0,1,1.0,0,-5.576,0,1,0,0,0,2010,2,0,cross-sectional,OLS,0,1,0.011,"Annika Kropf, 2010. ""Resource abundance versus resource dependence in cross-country growth regressions"" OPEC Energy Review, Volume 34, Issue 2, pages 107130, June 2010",14,84.0,-5.576,1.7701588,-3.15,-0.32503173,0.10318467,93.9225,0.071428575,9.691362,-3.15,1.0,0.0,0.0,0.10910895,833.45715,19.382725,814.0744,833.45715,9.691362,19479.639,0.106604986,19.382725,0.0,0.0,0.0,0.0,0.0,9.691362,9.691362,9.691362,9.691362,0.0,0.0,0.0,9.691362,0.0,9.691362,0.0,0.0,0.0,9.691362,9.691362,0.0,9.691362,0.0,0.0,0.0,,,4.465908,1.0986123,4.465908,0.6931472,7.6063876,0.01093994,1.0986123,43.28073,10.64705,43.28073,6.7175403,73.716255,0.10602292,10.64705,4.4426513,0.0
